,0,1
2603,元彼とも未だに友達として付き合っていますよ」そして久美子さんもやはり「当分は仲間とワイワイ鉄道の旅をしたりして楽しみたいから、彼氏はいなくてもいいかも」と、早くも恋愛に後ろ向きな兆候がみえる,みう
2604,しかし、それと同時に、「自分に何ができるだろうか」を真剣に考えた人もまた、多かったのではないだろうか,できる
2605,「自分にできること」は人それぞれ,できる
2606,「男はみんな、“勘違い世界選手権”で世界一になれますから（笑）,なる
2607,私は汗かきなので、毎日制汗スプレーをして、シャツに汗わきパッドをつけています,つく
2608,ちなみに、周囲の独女は「脇汗に気をつけている」という人がほとんどだったので、その防御策を聞いてみると……,つく
2609,そこで仕入れた情報は、自分の友人、知人にもれなくメールで知らせています,もる
2610,また、「頭痛の原因にもなるので、撮影時にいい笑顔が作れない（38歳）」と「お腹の張り」が精神にも影響を及ぼすことも,作る
2611,）仲間うちのＢ君が「その人云々より、結婚したいがためにことを進めたことが理解できない」と違和感を唱えていました,進む
2612,「側にいた父が、人に誇れるような額はもらっていないからと代わりに答えてくれたので、それ以上聞かれることはありませんでしたが、その伯母は母にも父のボーナスの額を聞いたらしいんです,誇る
2613,「切手の裏側に小さな花びらをつけて封筒に貼る」というものだ,つく
2614,「女子は恋のおまじないだってことに気づいていましたから、落とし物箱に取りに行けるわけがありません,行く
2615,両思いになれてもなれなくても、懐かしくて恥ずかしい子どもの頃の恋バナは、そっと胸にしまっておきたい思い出なのだろう,なる
2616,でも、それがきっかけで両思いになれました（笑）」と懐かしそうに話してくれた,なる
2617,今の彼氏以上に好きになれる人と出会えるかもしれないし(笑),なる
2618,迷信とは昔から言い伝えられ広く知られているが、科学的根拠・合理的根拠に欠けているもの,欠く
2619,「霊柩車を見たら親指を隠す」「夜爪を切ると親の死に目に会えない」このふたつの迷信を信じている独女たちは多いらしい,会う
2620,3月3日以降にひな壇を片づけると婚期が遅れるという迷信もある,片づく
2621,女性って日常生活でもお化粧の乗りがいいとか、アイメイクがうまくいった、逆に大きなニキビが顔にできてしまった、といったことで、その日1日のテンションが違うってことがありますよね,できる
2622,相川：いま話題の豊胸技術は、異物を入れずに豊胸できる「献血豊胸」という施術ですね,できる
2623,私生活をリアルタイムに発信できるブログだからこそ、皆それぞれにリラックスした表情で自分のすっぴんを公開している,できる
2624,そう思い込む方が、ずっとラクだと、自分に言い聞かせて生きている人生,言い聞かす
2625,会社員の美和子さん(仮名・36歳)は、「その日、同じタイミングで食べにいける人と誘い合って外に食べに行く」という,いく
2626,そして集めたポイントを用いて、ポケットドルツなどの素敵な商品があたる「恋する女子のしあわせカラダづくり」キャンペーンに応募できるというのだから、願ってもないチャンスというワケ,できる
2627,この部屋って思える自分が納得できる物件に出会えるのは滅多にないと思うから今の暮らしは快適とのこと,出会う
2628,男性陣が合コン後に行った「反省会」で、女性陣にそれぞれニックネームをつけた様なのですが、合コン時に恵さんと意気投合して、その後も連絡を続けていた男性の一人が、仲間に送ろうとしたメールを誤って恵さんに送ってしまったことから、明らかになったようです,つく
2629,もし、みんなに彼ができたり結婚したりで、来年のイブが一人だったら寂しいと思う,できる
2630,オトナ女子たるもの、外見を磨くだけでなく、心にゆとりを持てる人でありたい,持つ
2631,工程はどうであれ、いろいろ計算せず自分の気持ちを最優先に行動できるというのは、個人的に羨ましく感じるのだが、みなさんはどうだろうか,できる
2632,過去の失恋を引きずってしまい、新たな恋を始める心境になれない場合がある,なる
2633,」ウサギさんが前に進めるように、女神たちがそっと背中を押してくれているようです,進む
2634,前に“●●日はアクシデントに気をつけて”と書いてあって、その日は一日運が悪かったです,つく
2635,タイムスリップして、昔の私に会えるとしたら、アンタ何様,会う
2636,最近の男性は関係に白黒つけず、曖昧にしたがるように思えます,つく
2637,「彼、他に好きな女性ができてしまったんです,できる
2638,でも、自分に彼氏ができても、結局変わらなかった(笑),できる
2639,スキーもスノボも1人でもくもくとやるスポーツだから、マイペースに楽しめるが魅力です,楽しむ
2640,けれど、「それが相手のしゃべり方だ」と理解できれば、立場や環境による違いが溝になる前に、お互いに理解し合えるのではないだろうか,理解し合う
2641,二人とも好きでも嫌いでもないが、彼女たちに係る仕事をしている人たちはスケジュールのやりくりに頭を痛めていることだろう,痛む
2642,でも、そんな理想の人に出会えるとは限らない,出会う
2643,「初めて“婚活”に勝てる学校出来ました,勝つ
2644,ということで知られざる「結婚予備校」に足を踏み入れてみることにしたのである,踏み入る
2645,ちなみに通っている生徒さんの中には、「長く交際しているのになかなか結婚できない」という彼氏とスッパリ別れ、気分一新で入校した女性もいるとか,できる
2646,“InHerShoes”（彼女の立場）「私には、将来性も、立派な資格も、豪華なマンションも、高級の仕事もない」byマギー「残業ばかりの日々、旅行にも行かず、ロマンス小説に愛を求める人生」byローズ妹のマギー（キャメロン・ディアス）は抜群のルックスを持っているが、難読症で計算も弱く、なかなか定職に就けない,就く
2647,それから自分に自信がもてるようになりました」とマナさん,もつ
2648,実際、長澤まさみさんは「日常で、美容や健康のために気をつけていることはありますか,つく
2649,あまりのしつこさに根負けして、食事を付き合ったりしているうちに二度目の関係ができてしまった,できる
2650,そんなときに子供ができたと聞かされたので」子供が出来たことで結婚を決断したようだが、実はすでに優佳さんへの気持ちは、セフレから彼女へと変わっていたようだ,できる
2651,しかし、愛する人と一緒に過ごせるなら、普通の夜も幸せな夜となるのでは,過ごす
2652,しかしこんなにも周りに気配りができるのなら、決して男性にモテないことはないのではないか,できる
2653,ステージごとに指定人数の友人にtwitterを通じて捜査協力の依頼をすると新たなステージに進め、事件解決すると豪華商品への応募権利か獲得できるのだ,進む
2654,結局病に伏せると頼りになるのは、家族だけだと知ってしまったから,伏す
2655,だから、社内恋愛をするならそれなりに公私のケジメをつけて、仕事もきっちりして欲しいと思うんです」と尚子さん,つく
2656,商社に勤務する英里子さん（34歳）は、「何かにつけて『私と彼はつきあっています,つく
2657,季節ごとの景色の移り変わりや、ゆったりとした時間も存分に体験できる,できる
2658,」と思う相手に出会えたら、結婚へ一直接に向かう傾向があるのかもしれない,出会う
2659,目に見えないたくさんものを身につけているのだと思う,つく
2660,自営業の男性と巡り会えれば、きっとお互いに幸せになれるだろう,なる
2661,勉強をしたり経験を積んだりすることで、身につけられる能力も多い,つく
2662,勉強をしたり経験を積んだりすることで、身につけられる能力も多い,らる
2663,カナさん（32歳・会社員）は、甘えられた相手を良い気分にできる、不思議な甘え方ができる女性,できる
2664,「体に傷をつけるわけだし、一度入れたら簡単に取れるものではないから相当な決心が必要だと思うんですね,つく
2665,二の腕にクサビ模様のタトゥーをいれているはるみさん（32歳）は、大切な親族への思いを刻んだという,いる
2666,前述の学会で発表された４つの成分、ビフィズス菌と甜茶、シソの実、グァバ葉の天然エキスが一度にとれるという優れものである,とる
2667,」聞くと多恵子さんは体をこするとかなり刺激が強いナイロンタオルにボディシャンプーをたっぷりつけて、ごしごしこするのが日課だそう,つく
2668,とにかく観ていてここまで心地良く、自分を癒してくれる作品に出会えた事に感謝したい,出会う
2669,そのことをきっかけに、礼子さんはいろいろなことに気をつけるようになったという,つく
2670,「私の場合、1年にできる恋の数は1〜２回だから、30歳までに頑張っても、多くて6回,できる
2671,しかも、彼氏彼女になれるのは、その半分もないかもしれません,なる
2672,私は30代になって、誰にもトキめかなくなっていたんですけど、先輩たちを見て、40代でも50代でも、素敵な人に出会えたなら、恋はできるのだと思えるようになりました」と話してくれた,出会う
2673,ただ、これは「もし、素敵な異性に出会えたならば恋をするかもしれない」可能性を秘めた数字のようにも思える,出会う
2674,お体に気をつけて」、「今日は草取りをして疲れました,つく
2675,だが“派遣さん”の強引さに勝てず、合コンに連れていったそう,勝つ
2676,だから彼はもちろん、友人も家に呼べません,呼ぶ
2677,負け犬と自虐することで、世間を味方につけた独女たちの立ち位置が確立された頃でもあった,つく
2678,【占い師】千早先生（＠nifty電話占い・メール占い）＜相談内容＞結婚前提のお見合いパーティーで今の彼と知り合い、付き合い始めましたが、何かにつけて結婚を先延ばしにします,つく
2679,今こそ独女は敬語とタメ口を上手に使いこなし、女子力アップにつなげるべきなのかもしれない（橋口まどか）,つなぐ
2680,残念なのは、もうなじみのバーに行けなくなってしまったことだ,行く
2681,彼はかなりの勘違い野郎だけど、今のところ許せる範囲なのでおつきあいしています」草食男子に物足りなさを感じている独女たちにとって、ちょっとくらいオレオレ的なところがある男は非常に魅力的なのだが、自分の話ばかり、自慢ばかり、面倒くさいオレオレ男子ともなると手に負えない,負う
2682,ジェイミーは表面的には“強い女”を演じているが、本当は人一倍繊細で、運命の王子様に出会える日を夢見ている“シンデレラ症候群”,出会う
2683,年末のイベントシーズンにむけ、大活躍が期待されるギフトの一つになるであろう、「サントリーブルーローズアプローズ」,むく
2684,もちろん、私は40歳という年齢が差し迫っているのに、精神的に自立できていないのも承知しています,できる
2685,不妊治療する以前に、夫との長きにわたるセックスレス生活……子どもが欲しかったのはもちろん、それ以前に肌の触れ合いやぬくもりで慰めあったり癒しあったりしていたら、いろいろな心の穴、そう夫婦の穴が埋められた気がします,慰む
2686,悩んだ末の別居、こちらは離婚を視野にいれての決断でした,いる
2687,一人でジタバタしている間に彼には美人の彼女ができて、それで終わりです,できる
2688,頭にくることもあるが、一方で、人の優しさにふれることも多い,ふる
2689,目の前は大通りですから車にひかれちゃうって思って、思わず抱き上げました,ひかる
2690,「ちょっといい話」に出会えると、気持ちが和らぐのを感じる,出会う
2691,都内で一人暮らしをしている早苗さん（30歳・Web制作会社）は、岡山県に住む両親に（60代）にブログで日々のできごとを伝えている,できる
2692,卵は茹でた後、ダシと醤油につけて味付けしています,つく
2693,「私が家事のほとんどを担当しているから、夫は仕事に専念できるし、夫の収入があるから私は契約社員でも不安なく働いていられます,できる
2694,それが「仕事ができる・女性にもてる」というイメージにつながっているようだ,もつ
2695,おまけに彼は一人っ子、彼に子供ができなければ家系は途絶えてしまうことを懸念しているんです」サオリさんはその話を聞いた後、感情的になり一旦婚約を解消したいと彼に申し出たそうだ,できる
2696,同じ言語を持つ日本人男性とは、恋愛本来のピュアな気持ちを抱けず、またそれをストレートに言葉に表せず、理由や理屈を考えすぎて上手くいかなかった様子がうかがわれます,表す
2697,まずは、今自分にできる能力を認めてあげることも大事だ,できる
2698,」ここまでの意見をまとめると、独女世代にとって褒め言葉は、ときに心を傷つける言葉にもなるというのだ,傷つく
2699,でも、兄に子供できて、その可愛さに、自分でも子供が欲しくなってしまいました,できる
2700,容姿はもちろん、内面も自立した女性で、頼られるではなくパートナーになれる存在を選んでいるのだ,なる
2701,自分が扱いにくいなって思っていたシールを、友だちが上手にカードに貼っていたりすると、『こんな風に使えるんだ』みたいな発見もあります」とマミさん,使う
2702,向き合って座っていても、私の顔を見て話すのではなく、私の後ろの窓に写る自分の顔をみて髪をセットしたり、何かにつけてカッコマン,つく
2703,「アウトドアならトイレは多少汚くても仕方ない」と頭ではわかってはいても、女性にとってトイレがキレイ否かはとても大きな問題であり、誰もが気持ちよく使用できる清潔なトイレがあってこそ、安心してその場に行けるというが女性の本音だろう,行く
2704,「レストランやカフェなどで、素敵なトイレに出会えると、幸せな気分になる」というのはエツコさん（28歳公務員）,出会う
2705,そんな風に思える大好きなオープニングの一つ,思う
2706,言葉が通じなければ、逆にもっと素直になれるんだろうか,なる
2707,自分から誘っておいて『他に予定ができたから』とドタキャンしたり、自分と意見が違う人を徹底的に否定したり…」他人の意見を聞かないので、ますます言動が極端になっていく,できる
2708,自転車の麗しき魅力に憑りつかれ、その素晴らしさを広めるべく、鋭意活動中の三十路でございます,かる
2709,また愛されて結婚した女性は結局、相手のことを愛するようになる場合が多い気がします」「女性は愛されていると、気持に余裕ができる」とみどりさん,できる
2710,自分にぴったりと思える仕事についた人もごくわずかだ,思う
2711,息子が登校拒否になったり娘が受験に失敗したり、子どものことでは自分のこと以上に心を痛めました,痛む
2712,スポーツバイクではなく、軽快車（俗にいうママチャリ）を借りる場合でも、ちょっとしたコツ（空気をなるべくパンパンにいれて、サドルをギリギリまで上げ乗る）を知っているだけで、自転車の本来の力を垣間見ることになるでしょう,いる
2713,もし、社内にあんな風に泣ける部屋があったとしたら、鬱になる男性は案外と減るかもしれない,泣く
2714,今年37歳になる友人「結婚式に出席するたびに、一体いつになったら、私の父は私のためにあの涙を流せるのだろうって思うの,流す
2715,オールマイティーに優しい男にはそれが欠けているように感じられる,欠く
2716,みたいなパターンに持ち込めますよね,持ち込む
2717,自転車というさわやか丸出しの魅力に憑りつかれ、その素晴らしさを広めるべく、鋭意活動中の三十路でございます,かる
2718,シモネーゼだろうと運動音痴だろうと、自転車で走る気持ちよさは誰にでも味わえるものです,味わう
2719,』とか『恋愛しなきゃダメだよ〜』という周囲の人の言葉に振り回されないように強い気持ちを持てるかがこれからの課題です」と、サラリとかわす戦術を身につけたいという,つく
2720,でも“素直”に勝てる武器は何もないのかもしれない,勝つ
2721,彼の両親は、特にお金に困っているわけではなく、結婚式の費用を私の貯金と、私の親の援助でまかなっていると知っていたはずなのに……」披露宴を終えて結婚生活を送るうち、「とにかく自分はお金を出さずに済ませたい」という彼の両親の考え方が、新郎にもしっかり引き継がれていることを実感したという,済ます
2722,それがあったから、結婚に踏み切れました」史恵さんたち夫婦は結婚後もお金でもめることはほとんどないそうだ,踏み切る
2723,「自宅に薬や湿布などが無くてちょっとしたケガや病気に対応できなかった」という話はときどき耳にする,できる
2724,花粉症や風邪のときに購入したマスクも、予備として２〜３枚救急箱に入れておくと安心です」病気やケガの状態によっては自力で病院にいけないこともある,いく
2725,「友達以上恋人未満」の状態をだらだら楽しむ男、時間を無駄にしたくない独女にとっては草食男子以上に厄介かもしれない,しる
2726,」という検証では、AKB48のゆるオタになり、彼女たちの頑張っている姿にふれてからは、以前は敬遠しがちだった強気でオシャレな女性たちに対しても陰での努力を意識するようになり「いろんな女性が、愛おしく見えてきた感じです」という男性の言葉が印象深い,ふる
2727,言われてみれば、「お互いに成長できる恋愛が理想」とか、「私を成長させてくれる人が好き」と話す女性は多い,できる
2728,そして来年こそは誰かと一緒に過ごせることを願って…,過ごす
2729,でも、使われずに眠らせている資材から価値ある製品を作るという仕事に関わってから、モノだけでなく人にも同じことが言えるのではないか、これは私のコンプレックスにも通ずるところがあるのかな,眠らす
2730,つまり、私にとって背が高いってことをネガティブに捉えていたせいでこれまで使わずに眠らせていた部分,眠らす
2731,身につける機会がなくなった洋服や靴、バッグなどのファッションアイテムを持ち寄りディスプレイ、そのなかでお気に入りが見つかれば持って帰れるというxChange（エクスチェンジ）という古着交換会が、首都圏を中心にあちらこちらで開催されている,つく
2732,筆者も持参したアイテムにタグをつけたのち見て回ることに,つく
2733,ふと気づくと先ほど訪れたときにもいた人が、両手に抱えきれないほどの洋服を、持参した袋に詰めて去っていった,詰む
2734,次々とアイテムをもった人が来るのだから、よいものに出合えるチャンスは待てば待つほどある,出合う
2735,「今日は疲れたからカップラーメンとビールで…」「なんかお菓子でお腹いっぱいになったから夕食はいいや」なんて、誰も見てないからと思っておざなりに済ませてません,済ます
2736,それもそのはず、女性はどんなに小さな出来事も記憶にとどめておき、過去から現在に至るまでの全てをデータベースにおさめる生き物なのだ,おさむ
2737,ここ2年ほどやる気になれない時期が続いたかもしれませんが、気分新たにスタートする気配がやってきています,なる
2738,期待を持たせる「また」はやめてほしいけど、拒絶を婉曲に伝えている「また」だと察することも、大人なら身につけた方がいいかもしれない,つく
2739,気持ちに余裕ができるし、何か新しいことをしてみたい,できる
2740,つまり、女性をより魅力的に見せるために絶対に外せないポイントは“目ヂカラ”なのだ,外す
2741,とくに性を売る商売は過去として水に流せないですね,流す
2742,最長8歳までという育児休暇のあるスウェーンなどとは比べものにならないが、育児休業制度があるのに使えない・使いにくいのは、会社にそれだけの余裕がないということ,使う
2743,10〜20年と長いスパンのものですが、保険と貯蓄が一緒にできるので安心です」（みずき／38才）「よくわからないけど、お金を遊ばせておくよりいい」という感覚らしい,できる
2744,」などは一般常識を身に付けるのに打ってつけかもしれない,しる
2745,"電通総研が発表した「イマドキ独身女子の結婚観と恋愛の実態」では、私たち独女が1ヶ月に自由に使える金額は、平均50,878円だったそうです",使う
2746,例えば、スタイリッシュなデザインや使い勝手のよさ、雰囲気の良いお店や男女ともに楽しめる話題のお店の飲み放題のクーポンなどが多数掲載されている、ということから「Shareee」などは情報通のOLに根強い人気があるようです,楽しむ
2747,出会いを掴めたとしても、その人と恋人同士になれる確約はない,なる
2748,それとも関係を前進させるために、私にできることがまだ何かあるのでしょうか,できる
2749,それを大きめの皿に並べると美味しさも増す気がするから不思議ですね,並ぶ
2750,でも、本音を言えばカフェごっこをすることで、自分に自信が持てたり生活が充実したりするんです,持つ
2751,スーパーで買ったお惣菜を大きめのお皿に並べるだけのワンプレートごはんでもいいのだ,並ぶ
2752,表紙で口のまわりにごはん粒つけてる主人公の名は駒沢花（30）,つく
2753,私も経験あるのでわかりますけど、異性の視線にさらされていないときって、女って結構アホになれるんですよね,なる
2754,でもそんな生活感やだらしなさも含めて、三十路女のひとり暮らしライフが楽しくかわいく、そして地に足つけて描かれているところがスバラシイのです,つく
2755,元々の特性を見ると、責任感の強い方で、仕事をきっちりこなす性質があり、真面目で実直な性格を持っているため、他人から信頼され、大体どんな職種でもそれなりにこなせてしまう才能があります,こなす
2756,演出家・劇作家として探求の過程をコミカルな人間模様を表現する中で、個々の魂の人生や心の本質をさらに掘り下げようと運命学の世界に本格的に足を踏み入れる,踏み入る
2757,最近では、結婚式前に同居と入籍を済ませておくカップルも多い,済ます
2758,レンジに入れている間は、ちょっとした片付けやメイクを落とす時間にだって使える,使う
2759,ちなみにこういった会話の糸口に使えそうなアプリとしては、雑学系や名言系のアプリもオススメだ,使う
2760,おかげで今はアプリの数が20個ぐらいに増えたし、男子とも仲良くなれました」合コンに使える“モテアプリ”とは何か,使う
2761,使い始めの人も多いという今の状態は『アプリ』という話題が男女ともに絶好の共通項になるのは間違いないのだ（橋口まどか）■関連リンク・恋の勝ち組になれる,なる
2762,自宅の方向に黒煙が立ちこめていて、そこに消防車のランプが赤く反射していました,立ちこむ
2763,完璧主義者で、甘えたことの嫌いな彼女は、完璧な料理に文句をつける客がいようものなら、お構いなしに追い出す始末,つく
2764,あ、ジュリアナも行ってました（笑）」と語るユミさんに当時の写真をみせてもらった,みす
2765,サキさんのがっかりする気持ちはよくわかる一方で、家庭に波風を立てたくないというKさんの気持ちも理解できる,立つ
2766,友情というより家族に近い感覚かもしれません」（コウジさん）12,しる
2767,うちは結婚記念日になると必ずレストランで食事をするので、その時につけると、初心に戻ったような気持ちになります」（優子さん35歳）確かに、そういった特別な日につけるというのもステキな気がする,つく
2768,うちは結婚記念日になると必ずレストランで食事をするので、その時につけると、初心に戻ったような気持ちになります」（優子さん35歳）確かに、そういった特別な日につけるというのもステキな気がする,つく
2769,特に15歳の時に戻れるならば、あなたは戻りたいと思うだろうか,戻る
2770,それはこうして言葉にしてしまうと冒頭で言った様な「キラキラと輝く爽やかな毎日」に思えるかもしれないが、現実は苦しく、醜く、絶望の繰り返しだったのだと思う,思う
2771,“マリリン・モンローはなぜ“本命”になれないのか,なる
2772,「『違う仕事をください』とダメ元で上司に訴える」（27才・女）「今やっている事柄に関連性のある、自分にできる業務がないかを探す,できる
2773,恋も仕事も共通しているのは、小さな変化で日常にメリハリをつけること,つく
2774,・心に余裕を持て,持つ
2775,数億分の一なんて、総理大臣になれる確率より低いのよ,なる
2776,その事実をなかったことにできれば、過去に戻れれば、こんなに苦しむ事はなかったのに…と,できる
2777,その事実をなかったことにできれば、過去に戻れれば、こんなに苦しむ事はなかったのに…と,戻る
2778,12月25日よりケータイ専用放送局「BeeTV」で配信開始となったドラマ『彼は、妹の恋人』では、異性のみならず同性からも好感度の高い女優・石原さとみが、恋愛に臆病で、自分の気持ちに素直になれない不器用な主人公・美雪を演じます,なる
2779,恋に臆病な美雪と、自由奔放な遥花とのやり取りをコミカルに描きつつ、傷つくのが怖くて自分の気持ちに素直になれなかった男女が、自分と向き合い成長していく姿を繊細に描いた、誰もが共感できる等身大の恋愛物語,なる
2780,ただし、クリスマスの夜もせっせと働く女性達にとって、仕事終わりに買い物ができる場所というのも限られる,できる
2781,1、パートナーを自分以外の異性に近づけさせない直接防護○彼の行き先に不意に立ち寄る,近づく
2782,■交際相手がいない全体75.3%男性79%女性71.5%■交際相手を欲しいと思う（交際相手がいない新成人602人が対象）全体68.3%男性70.6%女性65.7%■交際相手をつくるには積極的な活動が必要だ全体68.9％男性72.8％女性65.0％■今の自分は異性との交際積極的ではない全体65.3％男性67.3%女性63.3%■相手に束縛されたくない全体69.8％男性66.8%女性72.8％■異性にモテたい男子69.8%女子54.9％■結婚したい（早く+いずれは）全体80.5%男性81.1%女性80.1%■自分は結婚できないのではないかと思うことがある全体63.6％男性59.8%女性67.5％■自分は「だれとでも仲良くできる（全体42.6%）」が、「親密な付き合いが苦手（全体48.4%）」これらの結果からは男女共に彼氏彼女を欲しいと思いながらも、積極的になれない様子が伺える,なる
2783,でも親密な付き合いが苦手で、恋愛に積極的になれないというのだ,なる
2784,無意識の内に「今のままの俺」でも安心できる女子を探す彼らが、「ちょいユル女」に惹きつけられるのは自然なことでしょう,惹く
2785,以前は少し食生活に気をつければすぐ2〜3キロは落とせたのに、野菜中心の食生活にしても、なかなかウエストもやせません」（百合子さん・40歳）,つく
2786,「もうとっくに処女じゃないし、今ちゃんと彼氏がいるし」という人も、既婚者も、はたまた男性でも、心の隅っこに「自分に自信が持てない」というコンプレックスを抱えている／いた人は、めい子の不安や憂鬱にきっと深く共感できるはず,持つ
2787,痩せ願望を持つより朝食は抜かず、バランスのよい食事をとる習慣を身につけたいですね,つく
2788,2つ年上の彼・Tさんは、デートのときも、サトミさんのためにさりげなくドアを開けてくれる優しい男性,開く
2789,・チラ見せ用にもっとキレイなレースをつけて欲しい（20代、30代など複数）・着心地は楽なまま、谷間ができるブラトップが欲しい（30代）・ブラをしていないので背中がもっと開けられるデザインがあると嬉しい（30代）・表に出るカップ独特のツルッと感が嫌い,つく
2790,冬に振り回されることなく、自分の幸せを守る方法を身につけておくのも大切かもしれない,つく
2791,昨年は圏外だったのにもかかわらず、940票を獲得した2位の沢尻エリカさんに300票以上の大差をつけた1296票というぶっちぎりの結果だった,つく
2792,やはり仕事や育児と、両方を手にいれようとする女性に同性は厳しいのかもしれない,いる
2793,しかしそんな時代でも、頑なに「SNSに興味はない」といってそれらに一切手をつけないという人は存在する,つく
2794,」、「スキニーパンツに自信が持てる,持つ
2795,最後に笑えるエピソードをひとつ,笑う
2796,ポジティブに頑張る女性から発せられる「キラキラ」に惹きつけられる男性は多いはずだ,惹く
2797,どちらにも赤や黄色の電球が煌々と照っていて、蒸し暑い小屋に一歩踏み入れただけで、気分は5円玉を握りしめてやってきた、昭和初期の子供に変わります,踏み入る
2798,http://dokujo.jp/archives/51552827.html自分の人生なのだから、たとえ迷ったり悩んだりしても、最後は自分の判断を信じて、自分で決める習慣を身につけてみたいものです,つく
2799,専業主婦だと学んだことをすぐに活かす場がないのが悩みなのだが、彼女の場合、まずPTAや自治会などの書類作成を率先して引き受けることで、習ったことを身につけていった,つく
2800,サラっとしたテクスチャーで髪によく馴染み、また、洗い流さずに使えるカラーヘア用トリートメントなので、手軽に使用できるのもうれしいところ,使う
2801,一人で悩みを抱え込まずに信頼できる同僚に相談してみよう,できる
2802,「会社辞めないなら、離婚する」と言い放てる妻になれるか,なる
2803,けれども、イザというときに収入源が確保できるように備えておくことは必要かも,できる
2804,制汗スプレーをしたり、わきの下に汗とりパッドをつけたり、自分なりにニオイがしないように気をつけてます,つく
2805,たまに、そういう人に出会うんですけど、もう彼女がいたり、結婚していたりするんですよ」友人や職場の後輩に誘われて、合コンに行くことがあるそうだが、そこで出会う男性は覇気がなく、魅力に欠ける人が多かったそうだ,欠く
2806,私としてはそれ以外に夢中になれることが聞きたかったんですけど、お金とか高価なものを持っていることしか自慢できることがない,なる
2807,その後、男友達を含む数人で一緒にキャンプや旅行に出かけたりすることもあが、なかなか特別な存在に発展できないそうだ,できる
2808,ゾーイは、これまでなぜ自分が運命の人に出会えなかったのか、この時初めて気付いたのかもしれない,出会う
2809,該当地域以外でも部分日食は日本全国で観測することができるそうで、このように全国的に日食が楽しめるのは約1000年ぶりだそう,楽しむ
2810,だから、仕事後や休日にいろいろなところへ誘ってくれるのですが、私はその誘いにうまく乗れなくて,乗る
2811,「並んで歩く時に釣り合いがとれないとおっしゃるのよ」相手の男性が和歌子さんの身長が低いことを理由に断ってきたのだ,とる
2812,「小旅行に行けそうなバッグで通勤している女性を見る度、あの中には何がはいっているのか気になるんですよ」と話してくれた,行く
2813,だから、手に負えないんですよね,負う
2814,絞って載せるから、それなりに興味が持てる写真の場合が多いんですよね,持つ
2815,仕事がらみで関係を悪化させたくない人にしつこく誘われるのって面倒ですよね」ファッションに手を抜けるのもモテない女の特権,抜く
2816,そして約9割の女性は免疫機能により感染しても2年以内に排除できる,できる
2817,セレブが社会貢献をする意義もそこにあるのだが、社会貢献をすればセレブになれるわけではないとのこと,なる
2818,「お中元に鉢植えが送られてきた」と眉間に皺をよせるのは、法律事務所に勤務する恵利子さん（32歳）,よす
2819,それと仕事中にお菓子が配られても、いつ食べられるか分からないから、袋に入ったお菓子だと、家に持ち帰れるから嬉しいです」（カオリさん・29歳）「あられやお煎餅は、食べる時に音がするので、仕事中の社員に迷惑がかかるので職場ではNGです」（ヒロさん・32歳）「美白用のパックのシートマスクをたくさん持ってきてくださったお客様がいました,持ち帰る
2820,誰にでも優しいからこそ、誰にでも冷たいといえるチャラ男くん,いう
2821,『俺は朱音ちゃんにモテたい』とか、モテない男が口に出せないようなことをサラっと言ってくるんですよ,出す
2822,なのに私だけいつまでたっても『坂本さん』というのは、やっぱり職場に馴染めていないような気がして…,馴染む
2823,例えばランチタイムや飲み会の席で、今ひとつ職場の雰囲気に馴染めていない新入社員を「名前＋ちゃん付け」や学生時代の呼び名で呼んでみる,馴染む
2824,呼び名が変わることで職場に馴染めたと感じる新入社員もいるはずだ,馴染む
2825,「若気の至りで半ば強引に東京に出てきちゃったので、最初は30過ぎて今さら実家に帰れるか,帰る
2826,派遣時代に身につけたスキルはまったくいらない仕事ですが、私には向いているみたいです」地方出身者にとって、東京は憧れの地,つく
2827,ほかにも田舎に帰れない、帰りたくない理由がある人もいると思うが、今回話を伺った3人に共通する田舎のイメージには、安心感があった,帰る
2828,叔母である私は、どうにも彼等のテンションになじめず、後半はほとんど隣の部屋に逃げ隠れてました,なじむ
2829,あぁ、姪甥に誇れるものなんて何もない叔母です,誇る
2830,友達や両親がいても相談相手になれるとは限りません,なる
2831,悩みを口にできないなら、せめて好きな詩の朗読をしてみよう,できる
2832,「10年後にはこの説教も懐かしくなるかも」と考えてみれば、それなりに優しくできるかもしれない,できる
2833,「うちは和室がないので、母が座布団を借りてきて、リビングに座布団を並べて彼と彼のご両親を迎えました」結納の口上など分からないことばかりなので、綾さんの両親は事前に結納セミナーを受講したそうだ,並ぶ
2834,ところで前述の久美さんだが、結納品をホテルから自宅に持ち帰り、和室の床の間に目録を見ながら両親と一緒に並べたのだが、「目録の漢字が読めないんです,並ぶ
2835,さらに突き詰めていくと、ノマドは、お金がなくても誰にでもできるらしい,できる
2836,本当に誰にでもできるのかな,できる
2837,誰にでもできるというが、「よし、ノマドワーカーになろう,できる
2838,お金を箱にいれて、好きなお菓子を選べるシステムも好評だ,いる
2839,しかし仮に憧れの専業主婦になっても、憧れのカリスマ主婦になれるとは限らない,なる
2840,」（ひなたさん／33歳）「俳優の小出恵介さんは、六分丈や七分丈のパンツを履くことが多いんだけど、膝下（スネ）からくるぶしにかけての細くて筋筋（スジスジ）してる感じはいいな」（やよいさん／36歳）「大沢たかおとか阿部寛とか、笑った時に目の下にできる笑いじわが好きなんですよね,できる
