,0,1,2
2508,」と24時間、本気になれない言い訳をするのです,なる
2509,・電源再起動後にWiFi接続でメール送受信できない場合がある,できる
2510,何が釣れるかドキドキワクワクの「ねこふぃっしんぐ」わずかに空いた時間に簡単に楽しめるミニゲームアプリはアプリ配信サービス「GooglePlayStore」に数多く存在するが、そんなミニゲームアプリの中から今回はAndroid向けアプリ「ねこふぃっしんぐ」を紹介する,楽しむ
2511,なお、2段階方式のタッチ感度は調節可能で、通常のスマートフォンと同様のタッチした瞬間に操作ができる方式にも変更できるとのことです,できる
2512,恐らく自分の文字を設定するケースというのは少ないだろうが、周りにいる字の上手な人や意中の彼、彼女に手書きをしてもらった文字を設定するとハッピーな気分になれる特別な機能ではないだろか,なる
2513,ドロイド君時計はホーム画面に設置できる時計ウィジェットです,できる
2514,そこで今回は、初代iPadを便利に活用するアイディアとしてWi-Fi接続でパソコンの外部モニターにできる「iDisplay」を紹介したいと思います,できる
2515,また、スマートフォンやタブレットが普及してきたことで、ネットワーク上にデータを保存して常に多くの最新データを利用できるクラウドサービスが一気に広がってきており、書籍や音楽、動画などのさまざまなコンテンツをネット上から好きなときに閲覧できる時代が到来しています,できる
2516,初音ミクの曲に合わせてコメントや歌詞が流れてくるのでwww弾を打って打って、撃ちまくる誰にでもできる簡単なゲーム内容になっています,できる
2517,Web上では、富士通スマートフォンに関する良くない評判を見かける機会が少なくなく、自分も個人的に「ARROWSXLTEF-05D」を使っている立場から（ほとんどが過剰な煽りではあるものの）その指摘に同意できる面もあったため、問うてみたかったのです,できる
2518,ドロイド君を抱えた女の子が目印ですトップの特集は新iPadAndroidタブレットのオススメアプリとオススメ周辺機器の紹介静電式タッチパネル用スタイラスの紹介と比較特集記事にMEDIASTABN-06D一般メディアではお目にかかれないフォトビジョンの解体とハッキングの記事この他にも、テルル秋葉原の店長へのインタビュー記事など読み応え充分な記事が詰まっています,かかる
2519,記事執筆：河童丸■関連リンク・エスマックス（S-MAX）・エスマックス（S-MAX）smaxjponTwitter・商用​メディアでは絶対にお​目にかかれない「濃い​」情報や考察が満載,かかる
2520,オフライン再生にも対応しており、事前にインターネットに接続してプレイリストやチャンネルをキャッシュすることで、地下鉄や飛行機など、インターネットに接続できない環境でも、お気に入りのプレイリストの楽曲が楽しめます,できる
2521,・オフライン再生機能地下鉄などインターネットに接続できない環境でも、オフラインでもお気に入りの曲を聴けるAndroid,できる
2522,・ソーシャル連携Facebookで自分のお気に入りの楽曲を友人にシェアできます,できる
2523,店舗に来店できない、近くに配布店がない、来店したが既になくなっていたという場合は電子ブックを活用しよう,できる
2524,特長はミュージックプレイヤー機能が売りになっていて、本体側面にミュージックプレイヤーを操作できるPlayボタンを搭載しています,できる
2525,ミニゲームなのでちょっとした空き時間にできますし、ルールは非常にシンプルですが、評価がなかなか厳しいのでがんばって素早くタッチしてみてください,できる
2526,プラットフォームにはAndroid4.0を採用し、アプリを目的や利用シーンから探せるナビゲーションアプリ「アプリ＆サポートナビ」や子供向けにアプリの利用や使用時間などを制限できるトレンドマイクロと共同開発した「こどもーど」など、独自のアプリも多数搭載,できる
2527,「Japanese(Japan)」をタップ表示が全て日本語になれば終了GooglePlayの表示も日本語表示になっていることを確認ホーム画面も右下のフォルダ「Favorites」も「好き」に変わっていればOKドロワー(アプリ一覧)画面も日本語表示されている端末設定の画面も日本語表示に変わっているMoreLocale2を起動させて「Japanese(Japan)」をタップするだけという超簡単かつシンプルな操作で日本語表示に変更できる,できる
2528,大人になってからもおもちゃ屋さんで見かけるとついつい、その口に指をいれてしまう方も多いのでは,いる
2529,電源ボタンが押しにくくても、カバーを装着していてもワンタップでスクリーンOFFにできちゃいます,できる
2530,特にメディアビュワーとしてスマートフォンを使うなら、手に持てるギリギリのサイズで、より大きいディスプレイが欲しくなるはずだ,持つ
2531,また背面に装着できる4000mAhの大型バッテリーも開発中とのことである,できる
2532,・「ブックプレイスリーダー」をご使用のお客様はそのまま「ブックプレイスリーダー」をご利用になれます,なる
2533,夕方とかに切れたらもうそのまま電話受け取れないみたいな感じで家に帰るまで切れてます,切る
2534,（西岡）押上のスカイツリーの下にできた東京ソラマチの中にあるショップでゲットしました,できる
2535,"記事執筆：ゼロから始めるスマートフォン■ゼロから始めるスマートフォン■Google、GooglePlayにてアプリ開発者がコメントに返信できる機能を追加|ゼロから始めるスマートフォン■関連リンク・エスマックス（S-MAX）・エスマックス（S-MAX）smaxjponTwitter・AndroidDevelopersBlog:Helpingyoubuildbeautiful,powerful,successfulapps・AndroidDevelopersBlog:ReplyingtoUserReviewsonGooglePlay",できる
2536,特に今回のINTEROPやCEATECなどの大規模かつ大きな商談の場となるような展示会では豪華なノベルティグッズが用意されやすく、取材ついでに乞食できてオイシイ会場を回る楽しみの一つにもなっている方もいらっしゃると思います,できる
2537,端子交換タイプのＵＳＢ充電器ケーブル（左）・スマートフォン用防水ポーチ&静電タッチペン付きボールペンとスマホケースのセットケータイ・スマホ用スタンド（その内1つはＵＳＢ端子付きでクレイドル利用可）とShotnote&CamiApp用のノート裏面が画面クリーナーになっているストラップと吸盤でスマートフォンに張り付けられるスタンドになるストラップ上の静電ペン付きケースとは別に貰ったペン先と反対側が静電タッチペンになっているボールペン無料でこれだけのアイテムが貰え、揃えられる展示会イベント,張り付く
2538,端子交換タイプのＵＳＢ充電器ケーブル（左）・スマートフォン用防水ポーチ&静電タッチペン付きボールペンとスマホケースのセットケータイ・スマホ用スタンド（その内1つはＵＳＢ端子付きでクレイドル利用可）とShotnote&CamiApp用のノート裏面が画面クリーナーになっているストラップと吸盤でスマートフォンに張り付けられるスタンドになるストラップ上の静電ペン付きケースとは別に貰ったペン先と反対側が静電タッチペンになっているボールペン無料でこれだけのアイテムが貰え、揃えられる展示会イベント,らる
2539,シューティングゲームがかなり好きな人にお勧めできそうですので、さっそく紹介していきますね,できる
2540,敵も多種多様で、弾がぞれぞれ違うので飽きずに遊べますよ,遊ぶ
2541,今夏モデルでは、トグルスイッチを横スクロールできるようにした上で、1列で全部並べたので、表示エリアに余裕ができました,できる
2542,通常はガラス面より少し高くなるようにフレームを周囲に巡らせて、落下時に極力ガラス面から落ちないようにしていました,巡らす
2543,ファーウェイの優れたグローバル展開能力によって、共にWindowsPhone8を世界中の人々に提供できればと考えております,できる
2544,特長はミュージックプレイヤー機能が売りになっていて、本体側面にミュージックプレイヤーを操作できるPlayボタンを搭載しています,できる
2545,TurboChargeは上下最大300Kbpsと速度を抑えたデータ通信サービスが利用できるSIMパッケージ「b-mobileSIMU300」の利用者がたまに数Mbpsという高速データ通信サービスを利用したい場合にTurboCharge権を購入し、Turboスイッチをオンにすることで100MB分のデータ通信量分を高速にデータ通信できるオプションサービスです,できる
2546,ではこのアプリの最大の特徴とはといいますと、記事タイトルの通り「目覚まし時計にソーシャル機能をもたせている」点です,もたす
2547,スマートフォンに転送できるファイルは静止画のみとなりますが、1010万画素のフル解像度（3648×2736ピクセル）の転送やリサイズした画像の転送が可能となっています,できる
2548,共有機能を使えば、FaceBookやTwitterにCANONiMAGEGATEWAYのリンク付きの投稿ができます,できる
2549,アヤちゃんinスペイン広場はライブ壁紙としてプリセットされており、3ラインホームを適用した場合、背景にライブ壁紙の表示ができないため、ウェルカムシート上でライブ壁紙を表示させることができる,できる
2550,■パスコードロックアプリにパスコードを設定できるので2人だけの情報をしっかりガードすることができます,できる
2551,登録は、at_STARBUCKS_Wi2の公式ページに行き、手順通りに進めれば簡単にできます,進む
2552,ひとあしお先に開けちゃいます,開く
2553,(筐体が)良い色を出しているのに、カバーをするとそれになかなかお目に掛かれない、っていうこともありますし,掛かる
2554,どうしても広告を消したい場合は、月額105円で広告なしにできます今回のバージョンアップによって、無料で利用する場合は広告が画面下部に出るようになりました,できる
2555,ちょっと離れたところからパソコンを操作したい、HDMIケーブルで大画面テレビに繋いだノートパソコンをソファから操作したい、そんな時に便利なのがAndroid端末のタッチパネルをパソコンのタッチパッド替わり使える「AdvancedTouchpad」です,使う
2556,初期状態では、タッチパネルとマウスカーソルの移動のセンシビリティーが違うため違和感を感じるかも知れませんが、その場合は「preferences」の「Sensitivity」や「Acceleration」で好みに調整できます,できる
2557,このワンタッチメモボタンを押すと、今表示しているスクリーンをキャプチャし、その上にタッチペンで手書きの文字や図を書き込めるようになる,書き込む
2558,このように注目して欲しい部分にすぐマークできて便利だ,できる
2559,また、ディスプレイの上にはインカメラとして有効約30万画素CMOSカメラが搭載されており、自分撮りやビデオチャットなどに利用できるようになっています,できる
2560,毎日の献立に役立てよう「楽天レシピ」国内最大級のショッピングサイト「楽天」から料理レシピ投稿・閲覧サービス「楽天レシピ」が登場し、レシピも増えてきたので、Android向けアプリ「楽天レシピ」を紹介しますね,役立つ
2561,ディスプレイは約10.1インチWXGA（1280×800ドット）IPS液晶を採用し、大画面だけではなく、広視野角で家族みんなで一緒に映像コンテンツを楽しめるようになっています,楽しむ
2562,NTTドコモは24日、モバキャス対応で新放送局「NOTTV（ノッティービー）」を視聴できるAndroidスマートフォン「AQUOSPHONESH-06D」（シャープ製）において携帯電話本体に負荷がかかっている際にまれに正常に充電できないなどの不具合があるとしてオンライン経由による本体ファームウェアのアップデートアップデート「ソフトウェア更新」を提供開始したことをお知らせしています,できる
2563,ワンタッチダイヤルは、「1」「2」「3」の各ボタンにあらかじめ登録した番号にワンタッチで発信操作ができる機能で、これまでの「らくらくホン」シリーズにもディスプレイのすぐ下に搭載されていた、“らくらくホンの象徴”ともいえるべきワンタッチダイヤルもしっかり継承しています,できる
2564,オススメのカメラアプリはBasicCamera編集後はすぐにTwiterやFacebookにアップロードできるカメラアプリはいくつか使っている---ちょっと気になったんですけど、壁紙が真っ黒ですね,できる
2565,ご利用いただけなくなる機能Android4.0では、microSDメモリーカード内のファイルに直接アクセスできるようになりますが、これに伴い、従来の「ファイルブラウザ」は廃止されます,できる
2566,（一部機能はご利用になれません）この機能によりメディアタブレットをAQUOS※2と連携させることができ、活用シーンがさらに拡がります,なる
2567,この他、本体を縦に置ける充電用クレードルも同梱されます,置く
2568,履歴クリア画面（左）、各削除項目説明画面（右）App2SD稼働状況、SDカード、本体メモリのタグに分かれていて、「移動可能」はSDカードへ移動することができるアプリを表示し、「SDカード」はSDカード内のアプリ表示、「本体メモリ」はSDカードへ移動できないアプリが表示されるので、SDカードに移動できるアプリを簡単に確認して本体容量を空けることができるので便利です,できる
2569,ウィジェットに設定できるのはスマホ最適化ボックスのショートカットとWi-Fiやecoモード切替などの10種類,できる
2570,・電源再起動後にWiFi接続でメール送受信できない場合がある,できる
2571,なお毎度のことながら、機種や環境によってアップデート後にアプリが起動できなくなったりメールが削除されるケースもあるようなので、アップデート前には念のためメールデータのバックアップを行なっておくことをおすすめします,できる
2572,現時点では支払方法に選べるのはクレジットカード決済のみですが、毎月の携帯料金とまとめて払える「キャリア決済」にも今後対応する予定です,選ぶ
2573,"価格は初期パッケージが3,150円で、SIMカードと1ヶ月分（通信量500MB／月まで）の通信料が含まれており、以降、通信量500MB／月ごとに月額1,980円で利用できます",できる
2574,恐らく誰にでも理解できるレベルの話で、この部分が理解できれば前述の「なんかよく分かんない」部分はクリアできたことになる,できる
2575,各ブースの展示に彩りを添えるコンパニオンのおねいさんの写真を撮ってきましたのでご覧ください,添う
2576,親戚で集まった時に年齢関係なく遊べるゲームはいかがでしょうか,遊ぶ
2577,ミニゲームなのでちょっとした空き時間にできますし、ルールは非常にシンプルですが、評価がなかなか厳しいのでがんばって素早くタッチしてみてください,できる
2578,■わずかな空き時間にサクッと遊べる「刀斬りドロイド君バージョン」空き時間が微妙にできてしまうことは良くありますね,遊ぶ
2579,そんな時にサクっと遊べるゲームをいくつかスマートフォンなどの端末に入れておきたいですよね,遊ぶ
2580,本体左側面には3.5mmイヤホンジャックとMicroUSB端子、右側面には音楽再生時や通話時の音量調整として使える上下キー、中央は音楽再生時にミュートにできるキーの3つが並び、その下にサイドキーが配置されている,できる
2581,iOS5.1.1（写真＝下）では絵文字が正常に表示される】メールで絵文字を多用しているiPhoneユーザーは、知らないうちに絵文字が消えて相手に意図が伝わらなくなる可能性があったので、待ちに待った修正といえるでしょうね,いう
2582,■“Xperiaの世界観”と“ドコモの世界観”との折り合い購入時に選べるのが嬉しいですね,選ぶ
2583,スマートフォンをどれだけ簡単に誰にでも使えるようにカスタマイズしてきたのか、非常に興味深い機種なのでした,使う
2584,また、ボディ全体を縦と横のクロスラインで4つのブロックにわけた、シンプルかつ洗練されたデザインが特徴です,わく
2585,気温、湿度、WBGTの表示になっていてパッと見て分かりやすく、一口コメントもあるので参考にできますね,できる
2586,ディスプレイの上には自分撮りやビデオチャット、ミラー機能などに利用できる有効130万画素CMOSカメラや通話用スピーカー、近接センサーなどが配置されています,できる
2587,Android4.0.3を採用女性向けということでイルミネーション機能も強化されており、音声電話着信中や音声通話発信中／通話中、spモードメール受信完了、Gmail受信完了などで設定でき、さらに、電池が少なくなった時に自動でイルミをオフにできる「イルミエコモード」にも対応しています,できる
2588,画面下部に利用できる爆弾の種類と数が表示されています,できる
2589,これらのサービスをより活用してもらえるように、今回、無料で利用できる紀伊國屋書店Wi-Fiを店舗へ導入することにしたということで、紀伊國屋書店に来店した人がKinoppyアプリやコミックなどのファイルサイズが大きい電子書籍も高速にダウンロードできる環境を用意したことで、店頭で見つけた書籍の電子版をその場で購入するといったことが可能になるということです,できる
2590,なお、多くの人にHTCJISW13HTを気軽に購入できるように「HTCJ登場キャンペーン」を実施するとのこと,できる
2591,NTTドコモは28日、この夏以降に発売予定の新商品を発売前に体験できる「2012夏モデル新商品内覧会」を東京や名古屋、大阪にてDCMX会員およびプレミアステージ会員（ドコモプレミアクラブ）を対象に実施することをお知らせしています,できる
2592,標準のカメラアプリは1秒未満で起動しますし、0.3秒以内に次の写真撮影に移れるほど保存スピードも速いです,移る
2593,ドロワー（アプリ一覧）から「設定」をタップもしくは、ホーム画面で「メニュー」キー押下→「設定」の操作をしなくても通知エリアからダイレクトに設定画面に移動できるので便利だ,できる
2594,また少し話は横道にそれますが、この他に一部メーカー製のカーナビにスマートフォン連携機能が内蔵（専用アプリをインストールしてBluetoothや有線で接続）して交通情報をカーナビ側に表示して、詳細な地域情報などをスマートフォン側に表示するというデュアルディスプレイっぽいことが出来る機種もあるそうです,そる
2595,動画以外にも文字でのレシピを確認できるので動画でチェックしてから初めての塩麹作りに挑戦できますよ,できる
2596,L-04D（左）とOptimusitL-05D（右）OptimusVuL-06D（左）とL-06DJOJO（右）AppComingではこれらのLG2012夏モデルをオススメし、キャンペーンでオトクに買えるようにと各店に協力をお願いすることで、スペシャルプライスを提案してもらうことになったとのこと,買う
2597,は3つの大きな柱で、各店舗に協力してもらい、オトクにスマートフォンやタブレットなどを購入できるように努力・工夫されていますので、是非、各地域に縁がある方は、チェックしてみてください,できる
2598,BPMとのシンクなど便利な機能があるため、VJ用途以外にPV映像制作にも使えそうだ,使う
2599,YouTube投稿用に使える機能として、映像のみをムービーで書き出すことが出来るので是非使ってみてほしい,使う
2600,画像保存後には、LINEやSNSに共有できるメニューが表示されますので便利です,できる
2601,上に有る機械をスライドさせて落とす場所を決めます……が、砂なので、落ちている時にスライドさせると一定の場所に落とせずにバラ撒くことに,落とす
2602,回ってないお寿司はちょっと手が出ない……という人でも手軽に食べにいけて、家族みんなで楽しく、美味しく、お腹いっぱい食べれる回転寿司は絶大の人気を誇ってますよね,いく
2603,ゲーム序盤の育成では、ゲーム序盤に入手できる推しメンのレアカード一点集中で問題有りません,できる
2604,■行動力、バトルポイントの振り分けレアカードやスーパーレアカードは、レイドミッションなどのバトルイベントの際に大変役立ちますが単体のコストが高く、例えばコスト30のスーパーレアカードはコスト3のノーマルカード10枚分のコストを必要とするため、バトルポイントが低いとデッキに並べられるカードが少なくなってしまいます,並ぶ
2605,■行動力、バトルポイントの振り分けレアカードやスーパーレアカードは、レイドミッションなどのバトルイベントの際に大変役立ちますが単体のコストが高く、例えばコスト30のスーパーレアカードはコスト3のノーマルカード10枚分のコストを必要とするため、バトルポイントが低いとデッキに並べられるカードが少なくなってしまいます,らる
2606,同社では、2011年7月にFacebookページ「SoftBankSELECTIONとスマホアクセをつくろう♪」を開設、Facebookを通じて「スマホもファッションの一部」「服みたいにケータイも着替えたい」などといった、女性ならではの声を収集し、商品化につなげたという,つなぐ
2607,レンジャーは防御力が低い代わりに遠距離攻撃ができるので、一方的に攻撃を仕掛けることも可能な職業です,できる
2608,店舗スタッフ、AppComingなかの人、講演者などがイベント開催30分前まで、商品にご興味頂ける方へのアドバイスを実施する予定です,頂く
2609,店舗スタッフ、AppComingなかの人、講演者などがイベント開催30分前まで、商品にご興味頂ける方へのアドバイスを実施する予定です,頂く
2610,http://app-coming.jp/ja/articles/detail/215九州、特に福岡在住の人で8月3日、4日にお時間が取れる人は是非イベントに参加してみてはいかがでしょうか,取る
2611,"新規契約本体価格52,920円毎月割（総額）最大30,240円（最大2,520円×24回）実質負担額22,680円（1,890円×24回）MNP（他社からの乗り換え）本体価格42,420円毎月割（総額）最大30,240円（最大2,520円×24回）実質負担額12,180円（1,015円×24回）機種変更本体価格52,920円毎月割（総額）最大30,240円（最大2,520円×24回）実質負担額22,680円（1,890円×24回）サンクスチェンジ本体価格42,420円毎月割（総額）最大42,432円（最大3,536円×24回）実質負担額-12円※「サンクスチェンジ」はauの利用周波数帯が変更され、古い周波数帯が2012年7月22日（日）をもって利用できなくなることから「新周波数」対応機種に交換が必要なユーザーを対象に利用できる施策です",できる
2612,繊細に手描きできるSペンと大画面ということで、お絵描きに使えそう,使う
2613,電源ボタンが押しにくくても、カバーを装着していてもワンタップでスクリーンOFFにできちゃいます,できる
2614,ワンタップでスクリーンOFFにできるのは便利ですね,できる
2615,ポケットやかばんにいれるときにサッとスリープにできて便利です,いる
2616,ポケットやかばんにいれるときにサッとスリープにできて便利です,できる
2617,なお、2段階方式のタッチ感度は調節可能で、通常のスマートフォンと同様のタッチした瞬間に操作ができる方式にも変更できるとのことです,できる
2618,そのため、充電時にいちいちmicroUSB端子のカバーを開け閉めする必要がなく、サッとケーブルを装着できるので、充電するのも楽でいいですね,開く
2619,■初音ミクが誰にでもできる簡単なお仕事に挑戦,できる
2620,意外と難易度が高いゲーム「全力キャッチボール」わずかに空いた時間に簡単に楽しめるミニゲームアプリはGooglePlayStoreに数多く存在するが、そんなミニゲームアプリの中から今回は「全力キャッチボール」を紹介する,楽しむ
2621,最初は自信満々に戦いに挑みましたが、WindowsPhoneのチャンプを前に、あえなく敗北…WindowsPhoneがあまりに一瞬でTwitterやFacebookの投稿をチェックできることに驚きを隠せない様子でした,隠す
2622,大人になってからもおもちゃ屋さんで見かけるとついつい、その口に指をいれてしまう方も多いのでは,いる
2623,毎月同じ国に渡航する場合や、2ヶ月以上の長期渡航する場合など、長期渡航者をターゲットに現地SIMを日本で入手できますよ、という商品だ,できる
2624,さらに、ライブタイルはアプリを開かずに新着情報や概要を自動更新表示でき、Androidのウィジェットとアプリアイコンの中間のような機能だということです,できる
2625,記事執筆：えど（吉川英一）■関連リンク・エスマックス（S-MAX）・エスマックス（S-MAX）smaxjponTwitter・節電のためにスマートフォンやタブレットができることは,できる
2626,・指定した人物に関するメール・連絡先・発着信履歴をはじめ、ギャラリー・ブックマークまで非表示にできるプライバシーモードRにも対応,できる
2627,"以下リンクの友達紹介キャンペーン経由で新規に年間契約をした場合、紹介元および紹介先に3,000円分の商品券がもらえるので、もしよかったらリンク先から購入してみてください",もらう
2628,電車内で読むなど、大きな文字が必要な場合にすぐに文字拡大できるのは嬉しいですね,できる
2629,Sペンは本体に収納できるので、必要な時にサッと取り出せて書き始められるのが非常に便利です,できる
2630,Sペンは本体に収納できるので、必要な時にサッと取り出せて書き始められるのが非常に便利です,取り出す
2631,コインの挿込口に5円玉を挿し込んでみたこういう感じに立てられる500円玉を使うと安定感が増す傾斜をつけることでキーボードの入力がしやすくなるそして一番の特長がケースに備えられたコインの挿込口だ,立つ
2632,コインの挿込口に5円玉を挿し込んでみたこういう感じに立てられる500円玉を使うと安定感が増す傾斜をつけることでキーボードの入力がしやすくなるそして一番の特長がケースに備えられたコインの挿込口だ,らる
2633,簡単に自分好みにカスタマイズできるし気に入ってます,できる
2634,これも簡単にお洒落な感じに編集ができます,できる
2635,iPhone買った時に何がおすすめかを聞いたら知り合いのカメラマンさんにすすめてもらったのがついっぷるだったんです,すすむ
2636,自社店舗だからこそ空港受け渡し時の手数料が無料にできる」とし、「今後は、どの空港で借りて、どの空港で返却しても、当日の無予約レンタルや、即時精算などの対応が可能」とアピールしている,できる
2637,「IMX135」と「IMX134」は、暗い部屋や夜でもきれいに撮影できる「RGBWコーディング」機能と、逆光でも色鮮やかに撮影できる「HDR（ハイダイナミックレンジ）ムービー」機能を搭載しています,できる
2638,なんか得した気分になれるアプリになっています,なる
2639,少し話は横道に逸れますが、筆者は既に1つこのキーボードを持っていましたが執筆にあたってもう1色分ずつ買ってしまいました（汗安かったので、つい…■その使いやすさはまさしく任天堂Bluetooth接続による周辺機器なので、スマートフォンやタブレットで使うにはまずはペアリング作業をして端末側にキーボードを認識させる必要があります,逸る
2640,モバイルに使えるスライドスイッチのBluetoothキーボードは実は少数派だったりします,使う
2641,そうした意味で、今回選んだ機種は従来型のケータイからスマートフォンに乗り換えるユーザーやオーバースペックを求めず2台目、3台目として利用したいユーザーにおすすめできるお気軽スマートフォンを選んでみた,できる
2642,（S-MAX）・速度低下にあえぐ電波難民の救世主になれるか,なる
2643,また、ボディ全体を縦と横のクロスラインで4つのブロックにわけた、シンプルかつ洗練されたデザインが特長です,わく
2644,ワイヤレスジャパン2012にてスマートフォンを防水加工にできるサービス「ナノコーティング」が展示【レポート】会場内でなにやら防水対応ではないはずの「iPhone4S」をカバーも付けずにそのまま水の中に入れているブースがあったので紹介してみたいと思います,できる
2645,ワイヤレスジャパン2012できれいなおねいさん写真を撮ってきました【レポート】各ブースの展示に彩りを添えるコンパニオンのおねいさんの写真を撮ってきましたのでご覧ください,添う
2646,その他のスペックとしては、内蔵ストレージは2GB、外部メモリーはmicroSDカード（最大32GBまで）、背面に500万画素CMOSカメラ、前面にビデオチャットなどができる約30万画素CMOSインカメラ、無線LAN（Wi-Fi）、DLNA、Bluetooth、microUSBなどとなっています,できる
2647,また、スマートフォンやタブレットが普及してきたことで、ネットワーク上にデータを保存して常に多くの最新データを利用できるクラウドサービスが一気に広がってきており、書籍や音楽、動画などのさまざまなコンテンツをネット上から好きなときに閲覧できる時代が到来しています,できる
2648,ソフトバンクモバイルは6日、Androidスマートフォン「Vision007HW」（ファーウェイ製）において2012年5月29日（水）から公開していた機能改善のためのソフトウェア更新を実施した場合に緊急地震速報が受信できない事象が発生する可能性が判明したため、該当するソフトウェアの公開を停止したことをお知らせしています,できる
2649,笑顔が検出されない状態笑顔になると自動でシャッターが切れるさらにHTCOneVで人物を撮影する際におすすめできる機能が設定→カメラオプションにある「自動笑顔撮影」だ,できる
2650,初音ミクの曲に合わせてコメントや歌詞が流れてくるのでwww弾を打って打って、撃ちまくる誰にでもできる簡単なゲーム内容になっています,できる
2651,・端末本体による方法では、お客様の端末のビルド番号によっては、一度のソフトウェア更新では最新版に更新できない場合があります,できる
2652,・パソコン接続による方法で、「SamsungKies」を利用して更新される場合は、すべてバージョンの端末で、一度の更新で最新版に更新できます,できる
2653,テンキーの文字そのものが大きくなっているほか、WX01Kにくらべてボタンの膨らみがはっきりとしており押しやすさや滑りにくさが向上しています,くらぶ
2654,マーケットにアクセスできるようにするとしています,できる
2655,・端末本体による方法では、お客様の端末のビルド番号によっては、一度のソフトウェア更新では最新版に更新できない場合があります,できる
2656,・パソコン接続による方法で、「SamsungKies」を利用して更新される場合は、すべてのバージョンの端末で、一度の更新で最新版に更新できます,できる
2657,それぞれの画像はピンチイン/アウトによる拡大縮小にも対応しており、解像度の高いタブレット端末においても画像拡大時に鮮明な画像が楽しめるよう最適化されている,楽しむ
2658,■AppComing、ドコモショップで端末をお得に購入できる「AppComing読者キャンペーン2012Summer」を7月28日から開催,できる
2659,海外パケット定額などを利用すると個々に契約が必要ですが、これだとシェアすれば一人当たり数百円で使い放題にできるのも魅力です,できる
2660,ソウル市内を離れ江華郡の方へ向かっている最中に圏外になりましたが事前にどこまで使えるかがわかれば良かったと思います,使う
2661,回ってないお寿司はちょっと手が出ない……という人でも手軽に食べにいけて、家族みんなで楽しく、美味しく、お腹いっぱい食べれる回転寿司は絶大の人気を誇ってますよね,いく
2662,バッテリーを外すとミニUIMカードスロットとmicroSD（microSDHC32GBまで対応）スロットにアクセスできます,できる
2663,また、Bluetoothを用い、オフラインで他のBluetooth搭載デバイスに撮影画像を転送できる点も特長,できる
2664,そのまま終了するかに思えた発表会ですが、最後にさらにソフトバンクのスマートフォンで人気のPANTONEシリーズ初のスマートフォンを発表し、端末の紹介の中で孫社長は「最後にもう一つ…」と神妙な面持ちで切り出し、世界初の放射線測定機能を搭載していることを紹介し、孫社長の、また、要望を出した多くのユーザーの熱い想いが詰まったスマートフォンが登場しました,思う
2665,GALAXYNoteの「Sメモ」で作った料理の写真にメモを添えて保存講師の皆さんは実際にGALAXYNoteを使って、自分の専門分野で活用することでその魅力を伝えます,添う
2666,また、ホーム画面の下部では、天気予報や星座ランキングなどのデイリーに使える情報も配信されますので、このアプリでお出かけの計画はばっちり立てられそうですね,使う
2667,着陸後、ターミナルに移動するまでの間に通信が使える,使う
2668,と思ったり（^^;■まとめ今回初めてモバイルWi-Fiルータのレンタルをしてみて感じたのは、とにかく“カンタン”に利用ができるということ,できる
2669,現状ではアプリ起動のみとなるが、今後は任意のサイトにアクセスできるようにもしていくとのこと,できる
2670,そこで、IS15SHでは、テンキー周りを大幅に改善、BACK(戻る)キーとDELETE(削除)キーを統合したり、終話キーでアプリの終了ができるようになったり、#(シャープ)キーの長押しでマナーモードの切り替えができるようになったりと、フィーチャーフォンの配列・使い勝手に近づけることに成功しました,近づく
2671,昨今のau端末では、今まで卓上ホルダは別売りが普通でしたが、今季のモデルからは標準添付される予定だそうで、IS15SHもその例に漏れず標準添付される予定です,漏る
2672,発表会での展示機では、そのうち約1GBがアプリの導入などに使える領域として確保されていました,使う
2673,・OSアップデート後にFlashが使用できなくなり、動画・ゲームなどの一部がご覧いただけなくなることがあります,できる
2674,iPhoneも他社からも出てきて、そちらにユーザーが取れるという杞憂もあったが、ユーザーはむしろ増えている,取る
2675,楽曲提供は元ザ・ブリリアント・グリーンのギタリストの松井亮さんだそうで、本格的に楽しめるようです,楽しむ
2676,記事タイトルと記事のURLをTwitterやFacebook、Google+に投稿できるほか、メールやBluetoothによる送信も可能だ,できる
2677,午後の彼女癒し系女子の画像を見てニヤニヤ画像はお気に入りに保存ができる画面下のメニューにある「午後の彼女」をタップすると街撮りした癒し系女子の画像と癒し系コメントが表示される,できる
2678,ただし、らくらくスマートフォン専用の月額価格が安いパケット定額オプション「らくらくパケ・ホーダイ」に加入できるので、他機種よりも維持費は安くすませられますし、スマートフォンとしては価格が安いのは魅力ですね,できる
2679,写真をクラウド上に保存するサービスはいくつか存在しますが、この「フォトコレクション」の特徴は年月・人物・イベント・場所・撮影した機器ごとに分類分けができ、懐かしい写真もすぐに探し出せるというものです,できる
2680,そこで今回は、初代iPadを便利に活用するアイディアとしてWi-Fi接続でパソコンの外部モニターにできる「iDisplay」を紹介したいと思います,できる
2681,iDisplayを活用するとツールバーや小物などを画面外に出せるので便利です,出す
2682,短時間での急速充電可能や防水防塵にXiとプライベート＆ビジネスにパワフルに使えるELUGApowerを紹介,使う
2683,カメラの設定を変えると、ここまでアップにできる,できる
2684,例えば、ジェムでしか交換できないアイテムや、クエストをクリアした後に数分〜数十分ほど次のクエストに進めない仕組みとなっていますが、ジェムを使用することですぐ次のクエストを始めることができます,進む
